,raw_text,aspects,sentiments
2318,The place was not crowded for dinner on a Sunday night at 8:30pm.,"['place', 'dinner']","['positive', 'neutral']"
2319,"Waiter suggests a beer, and offers to bring a small glass, to taste it and see if I like it, before I even order the beer!","['Waiter', 'glass']","['positive', 'neutral']"
2320,"And then he'll forget to bring your drink every time you order one, won't pay attention to your table of 8, will give you unwarranted attitude, and never be friendly or smile.","['drink', 'attitude']","['neutral', 'negative']"
2321,The food is good whether you are going for dinner or just for a couple of drinks and a small appetizer.,"['food', 'dinner', 'drinks']","['positive', 'neutral', 'neutral']"
2322,I can honestly say that while some of the dishes I have had at other places I might have rated on an individual basis higher I have not enjoyed a total dining experience more.,"['dishes', 'dining']","['neutral', 'negative']"
2323,The kitchen staff either cannot or will not accomodate special diets which is surprising given that there are so many fine dining establishments that do have special menus to cater to vegetarians.,"['kitchen staff', 'menus']","['negative', 'neutral']"
2324,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","['table', 'dinner']","['negative', 'neutral']"
2325,Our margaritas came after 1/2 an hour - and they didn't ever ask if we wanted more - the server brought all our food to the wrong table - my dinner came after my boyfriend had finished his plate and they ran out of a certain dish at 9PM on a Friday!!,"['margaritas', 'dinner', 'dish']","['neutral', 'neutral', 'negative']"
2326,The food was good but not worth the price.,"['food', 'price']","['positive', 'negative']"
2327,Village salad had a lot more cucumbers than tomatoes most likely because tomatoes are expensive in US and they want to earn more taking advantage of people who don't know about Greek food.,"['Village salad', 'Greek food']","['neutral', 'negative']"
2328,"I can't speak on the food, but I went there for a show the other week and here is my experience: one of the friendliest servers ever (no attitude); the drinks were avg.","['food', 'servers', 'drinks']","['neutral', 'positive', 'neutral']"
2329,"Wait staff is seemingly non-existant, and food servers are way too agressive - our food was thrown on the table, and even knocked a member of my party in the head with a plate with little acknowledgement.","['Wait staff', 'food servers', 'table']","['negative', 'negative', 'neutral']"
2330,"Actually she want to eat sushi, but their staff reject to serve it.","['sushi', 'staff']","['neutral', 'negative']"
2331,"The irony of it all is that I tried the fish and chips at a sports bar across the street the following week, 1/2 the price (w/ fries included), and the portion was bigger and much tastier.","['chips', 'bar', 'price', 'w/ fries', 'portion']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']"
2332,The Scene This tiny jewel of a spot is simply decorated with white walls and plate glass.,"['Scene', 'spot', 'glass']","['neutral', 'positive', 'neutral']"
2333,Amazing views of NYC regaled us at lunch earlier in the week and then at dinner this evening.,"['views', 'dinner']","['positive', 'neutral']"
2334,"Bartender seemed cool, so maybe I'd go back for a drink.","['Bartender', 'drink']","['positive', 'neutral']"
2335,Then another pleasant surprise - the menu said we had to share the entree for each couple.,"['menu', 'entree', 'surprise']","['neutral', 'neutral', 'positive']"
2336,"the rest of my table disliked their food, and also had to send drinks back because it was not what they ordered.","['food', 'drinks']","['negative', 'neutral']"
2337,"It took an hour for us to order, another hour and 15 min to get our entree's I had to go to the bar to order my champange, and carry it back myself, the waiter got our entrees mixed up and placed them in the wrong place and sat there and watched me switch them around.","['bar', 'waiter', ""entree's""]","['neutral', 'negative', 'neutral']"
2338,"I have to say that I've been there only during brunch time but the service even though slow, it was good.","['brunch', 'service']","['neutral', 'negative']"
2339,"throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.","['meal', 'bill']","['neutral', 'negative']"
2340,"although the food was well-prepared, it was not worth the price, especially when it does not include dessert!","['food', 'price', 'dessert']","['positive', 'negative', 'negative']"
2341,"We decided to order soup (over $6 a bowl), thinking that would be quick, however our waitress then said the soup is OUT OF A CAN and still would be a 20 minute wait since the tickets are processed in order.","['bowl', 'waitress']","['neutral', 'negative']"
2342,"When we first walked in, we saw other diners wiping their plates with bread- so we though that the food was good -but we very soon realized that the portions really were so small that you really have to lick your plate clean - afterall, their dinners costs a fortune.","['food', 'portions']","['positive', 'negative']"
2343,Were told we could not share one menu and called over the horrible manager.,"['menu', 'manager']","['neutral', 'negative']"
2344,We were even able to call in advance to make sure there was space at the bar because I was on crutches and the owner reserved the seats til we got there.,"['bar', 'owner', 'seats']","['neutral', 'negative', 'neutral']"
2345,"From the bottomless cup of coffee to the basket o' scones mini-muffins to the delicious entrees, Dizzy's is the place to be.","['cup of coffee', 'basket', 'entrees']","['positive', 'neutral', 'positive']"
2346,"It's the New York you thought was long gone; orders are spoken, not yelled, and the staff knows the names of patrons' dogs.","['staff', 'patrons']","['negative', 'neutral']"
2347,"We ordered off the restaurant week menu, which at other establishments means automatic second-rate service, but not here.","['menu', 'service']","['neutral', 'negative']"
2348,"For desert take the tiramisu, it is by far the best there.","['desert', 'tiramisu']","['neutral', 'positive']"
2349,"After being seated by a very kind, but quite stressed, young lady, we took in the room and menu.","['seated', 'menu', 'lady']","['neutral', 'neutral', 'positive']"
2350,"I don't like places that sacrifice quality for money or play tricks on you by hiding drink prices till check time (everyone at the place was drinking Sangria, so that, it seems, must be the money-maker).","['quality', 'drink prices', 'Sangria']","['negative', 'negative', 'neutral']"
2351,"Somewhat agree with the previous reviews about service and the long wait but once seated, the food is well worth it.","['service', 'long wait', 'food']","['negative', 'negative', 'positive']"
2352,"The Scene This cosmopolitan cousin of the legendary Harry's Bar in Venice is frequented by a wealthy and insouciant crowd, the types who don't bother looking at menu prices when they order.","['Bar', 'crowd', 'menu prices']","['neutral', 'negative', 'neutral']"
2353,"I also asked for a chef (thought that may be able to talk about the food for the party), but the waitress said that there was no chef at the restaurant.","['food', 'waitress']","['neutral', 'negative']"
2354,MY FATHER ASKED FOR A MARTINI MADE A CERTAIN WAY THE WAITER HAD NO CLUE WHAT HE WAS TALKING ABOUT.,"['MARTINI', 'WAITER']","['neutral', 'negative']"
2355,"It is never a ridiculous wait no more than 30 minutes, in the meantime you can chat with your friends and start the week-end off right with a signature drink from the bar!","['wait', 'bar', 'drink']","['negative', 'neutral', 'neutral']"
2356,"As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.","['waiting', 'menus', 'waiters', 'water']","['neutral', 'neutral', 'negative', 'neutral']"
2357,"I was tempted to try the dessert because I've heard rave reviews about it, but we were stuffed, as the portions are fairly large.","['dessert', 'portions']","['neutral', 'positive']"
2358,"The service is almost stifling polite (they pushed in my chair behind me every time I returned from the bathroom), though the sushi chef preparing my food was casual and chatty.","['chair', 'food']","['neutral', 'negative']"
2359,"The choices on the menu were very limited-discounting raw items, there were practically no appetizers The foie gras de canard was mediocre with a syrupy sauce.","['choices', 'menu', 'appetizers']","['negative', 'neutral', 'negative']"
2360,"And I agree with a couple of reviews down that the asparagus and egg app is very very good, but not light on calories -- also huge and low-ish on carbs, so you Atkiners could eat that for an entree.","['asparagus and egg app', 'entree']","['positive', 'neutral']"
2361,We probably would have stuck out the wait if we could have gotten a drink at the bar but apparently it was closed or only for show.,"['wait', 'drink', 'bar']","['negative', 'neutral', 'neutral']"
